exam,subject,chapter,topic,question_type,question,option_a,option_b,option_c,option_d,correct_answer,solution,difficulty,marks,negative_marks,time_seconds,language,year,exam_session,source,tags,status
SSC CGL Tier I,Reasoning,Number series,Prime Number Series,mcq,"Series: 105, 256, 413, 576, 743, ?",914,911,921,916,D,Differences are consecutive prime numbers. Next prime is 173. Next term: 743+173=916.,Medium,2,-0.5,60,en,2026,Practice,Original AI,"medium,prime",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 9, 25, 49, 121, 169, ?",294,289,284,279,B,"Terms are squares of consecutive primes: 3^2, 5^2, 7^2, 11^2, 13^2. Next is 17^2=289.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 25, 49, 121, 169, 289, ?",361,362,366,360,A,"Terms are squares of consecutive primes: 5^2, 7^2, 11^2, 13^2, 17^2. Next is 19^2=361.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 49, 121, 169, 289, 361, ?",524,529,539,531,B,"Terms are squares of consecutive primes: 7^2, 11^2, 13^2, 17^2, 19^2. Next is 23^2=529.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 121, 169, 289, 361, 529, ?",843,841,836,851,B,"Terms are squares of consecutive primes: 11^2, 13^2, 17^2, 19^2, 23^2. Next is 29^2=841.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 169, 289, 361, 529, 841, ?",971,956,962,961,D,"Terms are squares of consecutive primes: 13^2, 17^2, 19^2, 23^2, 29^2. Next is 31^2=961.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 289, 361, 529, 841, 961, ?",1370,1369,1368,1374,B,"Terms are squares of consecutive primes: 17^2, 19^2, 23^2, 29^2, 31^2. Next is 37^2=1369.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 361, 529, 841, 961, 1369, ?",1681,1683,1691,1679,A,"Terms are squares of consecutive primes: 19^2, 23^2, 29^2, 31^2, 37^2. Next is 41^2=1681.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 529, 841, 961, 1369, 1681, ?",1848,1859,1854,1849,D,"Terms are squares of consecutive primes: 23^2, 29^2, 31^2, 37^2, 41^2. Next is 43^2=1849.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 841, 961, 1369, 1681, 1849, ?",2204,2209,2208,2219,B,"Terms are squares of consecutive primes: 29^2, 31^2, 37^2, 41^2, 43^2. Next is 47^2=2209.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 961, 1369, 1681, 1849, 2209, ?",2809,2814,2819,2808,A,"Terms are squares of consecutive primes: 31^2, 37^2, 41^2, 43^2, 47^2. Next is 53^2=2809.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 1369, 1681, 1849, 2209, 2809, ?",3481,3480,3471,3486,A,"Terms are squares of consecutive primes: 37^2, 41^2, 43^2, 47^2, 53^2. Next is 59^2=3481.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 1681, 1849, 2209, 2809, 3481, ?",3721,3722,3719,3720,A,"Terms are squares of consecutive primes: 41^2, 43^2, 47^2, 53^2, 59^2. Next is 61^2=3721.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 1849, 2209, 2809, 3481, 3721, ?",4489,4479,4487,4499,A,"Terms are squares of consecutive primes: 43^2, 47^2, 53^2, 59^2, 61^2. Next is 67^2=4489.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 2209, 2809, 3481, 3721, 4489, ?",5043,5040,5042,5041,D,"Terms are squares of consecutive primes: 47^2, 53^2, 59^2, 61^2, 67^2. Next is 71^2=5041.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 4, 9, 25, 49, 121, ?",168,179,174,169,D,"Terms are squares of consecutive primes: 2^2, 3^2, 5^2, 7^2, 11^2. Next is 13^2=169.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 9, 25, 49, 121, 169, ?",289,288,294,287,A,"Terms are squares of consecutive primes: 3^2, 5^2, 7^2, 11^2, 13^2. Next is 17^2=289.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 25, 49, 121, 169, 289, ?",366,351,362,361,D,"Terms are squares of consecutive primes: 5^2, 7^2, 11^2, 13^2, 17^2. Next is 19^2=361.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 49, 121, 169, 289, 361, ?",527,539,529,528,C,"Terms are squares of consecutive primes: 7^2, 11^2, 13^2, 17^2, 19^2. Next is 23^2=529.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 121, 169, 289, 361, 529, ?",842,841,839,846,B,"Terms are squares of consecutive primes: 11^2, 13^2, 17^2, 19^2, 23^2. Next is 29^2=841.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 169, 289, 361, 529, 841, ?",960,962,956,961,D,"Terms are squares of consecutive primes: 13^2, 17^2, 19^2, 23^2, 29^2. Next is 31^2=961.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 289, 361, 529, 841, 961, ?",1369,1364,1370,1367,A,"Terms are squares of consecutive primes: 17^2, 19^2, 23^2, 29^2, 31^2. Next is 37^2=1369.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 361, 529, 841, 961, 1369, ?",1691,1686,1681,1680,C,"Terms are squares of consecutive primes: 19^2, 23^2, 29^2, 31^2, 37^2. Next is 41^2=1681.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 529, 841, 961, 1369, 1681, ?",1847,1839,1849,1844,C,"Terms are squares of consecutive primes: 23^2, 29^2, 31^2, 37^2, 41^2. Next is 43^2=1849.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 841, 961, 1369, 1681, 1849, ?",2219,2204,2209,2211,C,"Terms are squares of consecutive primes: 29^2, 31^2, 37^2, 41^2, 43^2. Next is 47^2=2209.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 961, 1369, 1681, 1849, 2209, ?",2811,2808,2809,2814,C,"Terms are squares of consecutive primes: 31^2, 37^2, 41^2, 43^2, 47^2. Next is 53^2=2809.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 1369, 1681, 1849, 2209, 2809, ?",3481,3476,3486,3483,A,"Terms are squares of consecutive primes: 37^2, 41^2, 43^2, 47^2, 53^2. Next is 59^2=3481.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 1681, 1849, 2209, 2809, 3481, ?",3726,3722,3721,3719,C,"Terms are squares of consecutive primes: 41^2, 43^2, 47^2, 53^2, 59^2. Next is 61^2=3721.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 1849, 2209, 2809, 3481, 3721, ?",4489,4484,4488,4494,A,"Terms are squares of consecutive primes: 43^2, 47^2, 53^2, 59^2, 61^2. Next is 67^2=4489.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 2209, 2809, 3481, 3721, 4489, ?",5043,5041,5051,5046,B,"Terms are squares of consecutive primes: 47^2, 53^2, 59^2, 61^2, 67^2. Next is 71^2=5041.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Squares & Cubes Series,mcq,"Series: 4, 9, 25, 49, 121, ?",179,168,169,171,C,"Terms are squares of consecutive primes: 2^2, 3^2, 5^2, 7^2, 11^2. Next is 13^2=169.",Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,prime_squares",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 19, 29, 40, 44, 52, ?",69,54,57,59,D,Next term is current + sum of its digits. Digit sum of 52 is 7. 52+7=59.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 28, 38, 49, 62, 70, ?",87,79,77,82,C,Next term is current + sum of its digits. Digit sum of 70 is 7. 70+7=77.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 37, 47, 58, 71, 79, ?",85,95,100,94,B,Next term is current + sum of its digits. Digit sum of 79 is 16. 79+16=95.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 46, 56, 67, 80, 88, ?",104,114,109,94,A,Next term is current + sum of its digits. Digit sum of 88 is 16. 88+16=104.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 55, 65, 76, 89, 106, ?",113,123,114,103,A,Next term is current + sum of its digits. Digit sum of 106 is 7. 106+7=113.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 64, 74, 85, 98, 115, ?",120,123,122,132,C,Next term is current + sum of its digits. Digit sum of 115 is 7. 115+7=122.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 73, 83, 94, 107, 115, ?",127,123,122,112,C,Next term is current + sum of its digits. Digit sum of 115 is 7. 115+7=122.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 82, 92, 103, 107, 115, ?",122,132,123,124,A,Next term is current + sum of its digits. Digit sum of 115 is 7. 115+7=122.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 91, 101, 103, 107, 115, ?",124,122,112,127,B,Next term is current + sum of its digits. Digit sum of 115 is 7. 115+7=122.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 100, 101, 103, 107, 115, ?",117,122,112,132,B,Next term is current + sum of its digits. Digit sum of 115 is 7. 115+7=122.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 109, 119, 130, 134, 142, ?",149,150,144,159,A,Next term is current + sum of its digits. Digit sum of 142 is 7. 142+7=149.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 118, 128, 139, 152, 160, ?",172,166,157,167,D,Next term is current + sum of its digits. Digit sum of 160 is 7. 160+7=167.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 127, 137, 148, 161, 169, ?",185,180,183,195,A,Next term is current + sum of its digits. Digit sum of 169 is 16. 169+16=185.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 136, 146, 157, 170, 178, ?",204,194,184,195,B,Next term is current + sum of its digits. Digit sum of 178 is 16. 178+16=194.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 145, 155, 166, 179, 196, ?",222,217,211,212,D,Next term is current + sum of its digits. Digit sum of 196 is 16. 196+16=212.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 154, 164, 175, 188, 205, ?",210,214,212,213,C,Next term is current + sum of its digits. Digit sum of 205 is 7. 205+7=212.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 163, 173, 184, 197, 214, ?",223,219,226,221,D,Next term is current + sum of its digits. Digit sum of 214 is 7. 214+7=221.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 172, 182, 193, 206, 214, ?",219,231,221,222,C,Next term is current + sum of its digits. Digit sum of 214 is 7. 214+7=221.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 181, 191, 202, 206, 214, ?",222,221,220,219,B,Next term is current + sum of its digits. Digit sum of 214 is 7. 214+7=221.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 190, 200, 202, 206, 214, ?",216,226,211,221,D,Next term is current + sum of its digits. Digit sum of 214 is 7. 214+7=221.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 199, 218, 229, 242, 250, ?",257,259,255,256,A,Next term is current + sum of its digits. Digit sum of 250 is 7. 250+7=257.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 208, 218, 229, 242, 250, ?",257,259,252,258,A,Next term is current + sum of its digits. Digit sum of 250 is 7. 250+7=257.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 217, 227, 238, 251, 259, ?",275,273,274,285,A,Next term is current + sum of its digits. Digit sum of 259 is 16. 259+16=275.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 226, 236, 247, 260, 268, ?",279,289,284,294,C,Next term is current + sum of its digits. Digit sum of 268 is 16. 268+16=284.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 235, 245, 256, 269, 286, ?",292,301,304,302,D,Next term is current + sum of its digits. Digit sum of 286 is 16. 286+16=302.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 244, 254, 265, 278, 295, ?",311,316,312,306,A,Next term is current + sum of its digits. Digit sum of 295 is 16. 295+16=311.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 253, 263, 274, 287, 304, ?",321,311,316,312,B,Next term is current + sum of its digits. Digit sum of 304 is 7. 304+7=311.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 262, 272, 283, 296, 313, ?",322,315,310,320,D,Next term is current + sum of its digits. Digit sum of 313 is 7. 313+7=320.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 271, 281, 292, 305, 313, ?",310,315,330,320,D,Next term is current + sum of its digits. Digit sum of 313 is 7. 313+7=320.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
SSC CGL Tier I,Reasoning,Number series,Miscellaneous Series,mcq,"Series: 280, 290, 301, 305, 313, ?",321,325,330,320,D,Next term is current + sum of its digits. Digit sum of 313 is 7. 313+7=320.,Hard,2,-0.5,60,en,2026,Practice,Original AI,"hard,digit_sum",active
